"de1958f9-c50c-411f-a218-77a4f21aa958","schema:question"
"4907833d-7171-4acd-bcb6-e86997db50df","schema:rangeIncludes"
"dc45f171-d8b9-4029-972d-d08dfb1a1951","schema:result"
"765f3edb-2651-47d2-b051-d89afbc3fd27","schema:sameAs"
"91c0ce7b-f608-4208-90e7-3c19d2032d58","schema:spouse"
"f697a3ef-cb3c-4781-996b-fff7f582a1f4","schema:startDate"
"d24aa063-4f73-4db4-bad8-73ef2ce52d7e","schema:streetAddress"
"462dca6a-8110-4456-8228-fa41acd68810","schema:taxID"
"b9064a2a-e872-4172-965f-33a19effe2ff","schema:telephone"
"ffc403bf-eb8d-4549-81cc-6556eb8cb2d1","schema:text"
"0af6fa82-1f4b-4ff7-9de0-5b407de55a42","schema:thumbnail"
"03e1f8ba-705c-4cc2-94eb-e36ec8df460a","schema:thumbnailUrl"
"9bef776f-1a43-49f4-8de8-7677009f4685","schema:tickerSymbol"
"3f39061b-8608-4c40-ad25-b63e0aae2a11","schema:title"
"1f53cb93-2e67-495c-904d-28216fd609de","schema:url"
"5e34b42d-3d7c-4c5f-bab7-cb8e3834fee6","schema:value"
"2ff1b3a0-7b41-4ad5-9819-2245e18cdc0c","schema:vatID"
"cb654c28-af9d-41ba-9c73-1f30aabcf73f","schema:vendor"
"cc7a7f78-30e2-4d70-9caf-2bf2066657a9","schema:version"
"84de7cf4-d1b3-400c-9787-e217baea6b6b","schema:weight"
"1988af0b-d0df-44ef-8a5b-75c905599153","schema:width"
"069de096-9c75-4b63-8fec-63ee5782e88a","schema:worksFor"
